,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,type
804,0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,3
805,0.54,0.4,0.145,0.757,0.315,0.181,0.215,3
806,0.33,0.25,0.09,0.1969999999999999,0.085,0.0409999999999999,0.0605,2
807,0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995,1
808,0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665,2
809,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,3
810,0.545,0.42,0.165,0.8935,0.4235,0.2195,0.228,1
811,0.185,0.135,0.045,0.032,0.011,0.0065,0.01,1
812,0.6,0.495,0.175,1.3005,0.6195,0.284,0.3285,3
813,0.275,0.215,0.075,0.1155,0.0485,0.0289999999999999,0.035,1
814,0.5,0.38,0.135,0.594,0.2945,0.104,0.1565,2
815,0.62,0.47,0.15,1.3090000000000002,0.5870000000000001,0.4405,0.325,2
816,0.66,0.525,0.2,1.489,0.6065,0.3795,0.421,2
817,0.63,0.485,0.165,1.233,0.6565,0.2315,0.3035,2
818,0.5,0.39,0.125,0.583,0.294,0.132,0.1605,1
819,0.215,0.15,0.03,0.0385,0.0115,0.005,0.01,1
820,0.635,0.48,0.145,1.181,0.665,0.2289999999999999,0.225,2
821,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,1
822,0.685,0.54,0.215,1.7025,0.664,0.3655,0.4735,3
823,0.685,0.53,0.17,1.5105,0.7385,0.3525,0.3725,2
824,0.675,0.55,0.175,1.689,0.6940000000000001,0.371,0.474,3
825,0.48,0.39,0.15,0.6275,0.276,0.134,0.185,3
826,0.36,0.27,0.085,0.196,0.0875,0.035,0.064,1
827,0.525,0.38,0.14,0.6065,0.1939999999999999,0.1475,0.21,3
828,0.64,0.525,0.215,1.779,0.4535,0.2855,0.55,3
829,0.625,0.47,0.145,0.984,0.475,0.2,0.265,3
830,0.575,0.46,0.165,1.124,0.2985,0.1785,0.44,3
831,0.645,0.49,0.175,1.32,0.6525,0.2375,0.3385,3
832,0.535,0.42,0.16,0.72,0.275,0.1639999999999999,0.225,3
833,0.46,0.36,0.1,0.4635,0.2325,0.093,0.115,1
834,0.495,0.375,0.14,0.494,0.181,0.0975,0.191,1
835,0.72,0.565,0.145,1.187,0.691,0.1945,0.2685,1
836,0.55,0.42,0.16,1.3405,0.6325,0.311,0.344,2
837,0.65,0.51,0.175,1.446,0.6485,0.2705,0.45,3
838,0.53,0.42,0.12,0.5965,0.2555,0.141,0.177,1
839,0.56,0.465,0.16,1.0315,0.432,0.2025,0.337,2
840,0.58,0.445,0.135,0.8140000000000001,0.3775,0.1915,0.22,2
841,0.675,0.54,0.21,1.5930000000000002,0.6859999999999999,0.318,0.45,3
842,0.375,0.26,0.08,0.2075,0.09,0.0415,0.07,1
843,0.26,0.2,0.07,0.092,0.037,0.02,0.03,1
844,0.57,0.45,0.155,1.1935,0.513,0.21,0.3429999999999999,2
845,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,3
846,0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875,1
847,0.72,0.565,0.19,2.081,1.0815,0.4305,0.503,3
848,0.6,0.465,0.165,1.038,0.4975,0.2205,0.251,2
849,0.62,0.49,0.155,1.1,0.505,0.2475,0.31,2
850,0.36,0.28,0.08,0.1755,0.081,0.0505,0.07,1
851,0.435,0.375,0.11,0.4155,0.17,0.076,0.145,1
852,0.615,0.49,0.155,0.9885,0.4145,0.195,0.345,3
853,0.66,0.515,0.155,1.4415,0.7055,0.3555,0.335,2
854,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,1
855,0.59,0.485,0.155,1.0785,0.4535,0.2435,0.31,2
856,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,2
857,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,2
858,0.565,0.44,0.175,0.9025,0.31,0.193,0.325,3
859,0.65,0.51,0.19,1.5419999999999998,0.7155,0.3735,0.375,2
860,0.615,0.48,0.185,1.2205,0.4985,0.315,0.33,2
861,0.375,0.275,0.095,0.2295,0.095,0.0545,0.066,1
862,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,3
863,0.615,0.47,0.145,1.0285,0.4435,0.2825,0.285,3
864,0.39,0.3,0.1,0.265,0.1075,0.06,0.0865,3
865,0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,3
866,0.5,0.395,0.14,0.6215,0.2925,0.1205,0.195,2
867,0.725,0.6,0.2,1.737,0.6970000000000001,0.3585,0.595,3
868,0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355,1
869,0.3,0.22,0.065,0.1235,0.059,0.026,0.0315,1
870,0.54,0.425,0.14,0.742,0.32,0.1395,0.25,2
871,0.365,0.275,0.085,0.223,0.098,0.0375,0.075,1
872,0.53,0.4,0.165,0.772,0.2855,0.1975,0.23,3
873,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,3
874,0.445,0.345,0.105,0.409,0.1675,0.1015,0.1169999999999999,1
875,0.555,0.455,0.135,0.8370000000000001,0.382,0.171,0.235,2
876,0.505,0.4,0.13,0.764,0.3035,0.1889999999999999,0.2175,3
877,0.4,0.29,0.11,0.3289999999999999,0.188,0.0455,0.0825,1
878,0.685,0.565,0.175,1.638,0.7775,0.375,0.4379999999999999,3
879,0.345,0.27,0.095,0.1969999999999999,0.0665,0.05,0.07,2
880,0.735,0.59,0.205,2.087,0.909,0.474,0.625,3
881,0.375,0.29,0.095,0.213,0.096,0.0409999999999999,0.061,1
882,0.55,0.44,0.16,0.985,0.4645,0.201,0.27,1
883,0.575,0.45,0.185,0.925,0.342,0.1969999999999999,0.35,3
884,0.56,0.435,0.185,1.106,0.422,0.2435,0.33,3
885,0.74,0.57,0.18,1.8725,0.9115,0.427,0.446,2
886,0.37,0.29,0.115,0.25,0.111,0.057,0.075,2
887,0.515,0.395,0.125,0.556,0.2695,0.096,0.17,1
888,0.72,0.57,0.2,1.8275,0.919,0.366,0.485,2
889,0.65,0.515,0.16,1.1625,0.495,0.203,0.33,3
890,0.455,0.35,0.13,0.4725,0.215,0.0745,0.15,2
891,0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,3
892,0.73,0.595,0.23,2.8255,1.1465,0.419,0.897,3
893,0.55,0.405,0.125,0.6509999999999999,0.2965,0.1369999999999999,0.2,2
894,0.37,0.27,0.095,0.2319999999999999,0.1325,0.0409999999999999,0.0615,1
895,0.475,0.365,0.105,0.4175,0.1645,0.099,0.127,1
896,0.485,0.355,0.13,0.581,0.245,0.132,0.168,3
897,0.615,0.475,0.175,1.194,0.5589999999999999,0.259,0.3165,3
898,0.56,0.435,0.13,0.777,0.354,0.173,0.222,2
899,0.515,0.39,0.11,0.531,0.2415,0.098,0.1615,1
900,0.5,0.39,0.135,0.6595,0.3145,0.1535,0.1565,1
901,0.57,0.435,0.13,0.7535,0.349,0.1755,0.1939999999999999,2
902,0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,1
903,0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825,1
904,0.57,0.45,0.14,0.795,0.3385,0.148,0.245,2
905,0.38,0.3,0.09,0.2769999999999999,0.1655,0.0625,0.0819999999999999,1
906,0.64,0.485,0.15,1.098,0.5195,0.222,0.3175,2
907,0.65,0.495,0.155,1.337,0.615,0.3195,0.335,2
908,0.635,0.495,0.17,1.3695,0.657,0.3055,0.365,2
909,0.465,0.375,0.12,0.471,0.222,0.119,0.14,2
910,0.5,0.38,0.11,0.494,0.218,0.09,0.1325,1
911,0.335,0.25,0.075,0.186,0.0945,0.038,0.0445,1
912,0.5,0.375,0.115,0.5945,0.185,0.148,0.19,3
913,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075,3
914,0.485,0.365,0.12,0.5885,0.27,0.131,0.175,2
915,0.575,0.45,0.135,0.8245,0.3375,0.2115,0.239,3
916,0.6,0.475,0.17,1.088,0.4905,0.2475,0.31,2
917,0.635,0.51,0.185,1.308,0.544,0.318,0.377,1
918,0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,2
919,0.59,0.45,0.125,0.86,0.437,0.1515,0.245,2
920,0.31,0.23,0.07,0.1245,0.0505,0.0265,0.038,1
921,0.665,0.5,0.17,1.2975,0.6035,0.291,0.3595,2
922,0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,3
923,0.575,0.445,0.17,1.0225,0.5489999999999999,0.2175,0.228,2
924,0.275,0.175,0.09,0.2315,0.096,0.057,0.0705,1
925,0.635,0.51,0.155,1.156,0.428,0.289,0.315,3
926,0.58,0.45,0.16,0.8675,0.3935,0.221,0.215,2
927,0.335,0.25,0.095,0.185,0.0795,0.0495,0.055,1
928,0.55,0.445,0.145,0.7829999999999999,0.3045,0.157,0.265,3
929,0.585,0.475,0.165,1.053,0.4579999999999999,0.217,0.3,3
930,0.53,0.415,0.12,0.706,0.3355,0.1635,0.1345,2
931,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,3
932,0.57,0.445,0.16,1.0145,0.516,0.1639999999999999,0.3,2
933,0.38,0.235,0.1,0.258,0.1055,0.054,0.08,1
934,0.55,0.45,0.175,1.0985,0.3765,0.215,0.4,3
935,0.475,0.36,0.11,0.452,0.191,0.099,0.13,1
936,0.65,0.525,0.205,1.4275,0.69,0.306,0.4355,3
937,0.4,0.315,0.085,0.2675,0.1159999999999999,0.0585,0.0765,1
938,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,1
939,0.515,0.405,0.13,0.573,0.213,0.134,0.195,2
940,0.565,0.43,0.15,0.831,0.4245,0.1735,0.2189999999999999,2
941,0.27,0.205,0.075,0.118,0.059,0.031,0.0305,1
942,0.655,0.485,0.195,1.62,0.6275,0.358,0.485,3
943,0.635,0.495,0.175,1.2355,0.5205,0.3085,0.347,2
944,0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,2
945,0.58,0.47,0.15,0.907,0.444,0.1855,0.2445,3
946,0.46,0.35,0.1,0.471,0.252,0.077,0.123,1
947,0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835,2
948,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,3
949,0.545,0.43,0.14,0.772,0.289,0.19,0.2615,1
950,0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975,2
951,0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,2
952,0.335,0.26,0.075,0.22,0.0855,0.04,0.085,1
953,0.505,0.39,0.185,0.6125,0.267,0.142,0.172,1
954,0.645,0.515,0.24,1.5415,0.471,0.369,0.535,3
955,0.505,0.4,0.165,0.7290000000000001,0.2675,0.155,0.25,2
956,0.465,0.355,0.105,0.4795,0.2269999999999999,0.124,0.125,1
957,0.575,0.455,0.16,0.9895,0.495,0.195,0.246,2
958,0.67,0.55,0.17,1.247,0.472,0.2455,0.4,3
959,0.475,0.335,0.1,0.4425,0.1895,0.086,0.135,2
960,0.255,0.185,0.06,0.0925,0.039,0.021,0.025,1
961,0.53,0.42,0.13,0.8365,0.3745,0.1669999999999999,0.249,3
962,0.425,0.325,0.105,0.3975,0.1815,0.081,0.1175,1
963,0.58,0.445,0.16,0.984,0.49,0.201,0.27,2
964,0.63,0.495,0.175,1.2695,0.605,0.271,0.3279999999999999,3
965,0.23,0.18,0.05,0.064,0.0215,0.0135,0.02,1
966,0.68,0.545,0.185,1.672,0.7075,0.364,0.48,3
967,0.62,0.51,0.15,1.456,0.581,0.2875,0.32,3
968,0.475,0.375,0.115,0.5205,0.233,0.119,0.1455,1
969,0.465,0.36,0.115,0.5795,0.295,0.1395,0.12,1
970,0.62,0.48,0.165,1.043,0.4835,0.221,0.31,2
971,0.325,0.24,0.07,0.152,0.0565,0.0305,0.054,1
972,0.5,0.4,0.145,0.63,0.2339999999999999,0.1465,0.23,3
973,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,3
974,0.48,0.335,0.125,0.524,0.246,0.1095,0.145,1
975,0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185,3
976,0.625,0.47,0.15,1.124,0.556,0.2315,0.287,2
977,0.45,0.33,0.105,0.4479999999999999,0.208,0.089,0.12,2
978,0.375,0.29,0.095,0.2875,0.123,0.0605,0.08,1
979,0.615,0.49,0.19,1.1345,0.4695,0.257,0.348,3
980,0.495,0.375,0.155,0.976,0.45,0.2285,0.2475,2
981,0.58,0.455,0.16,0.9215,0.312,0.196,0.3,3
982,0.355,0.28,0.095,0.2455,0.0955,0.062,0.075,3
983,0.625,0.48,0.16,1.2415,0.6575,0.2625,0.2785,2
984,0.32,0.245,0.075,0.1555,0.0585,0.038,0.049,3
985,0.545,0.43,0.16,0.8440000000000001,0.3945,0.1855,0.231,2
986,0.505,0.39,0.15,0.685,0.362,0.131,0.156,1
987,0.6,0.45,0.195,1.34,0.617,0.3255,0.3605,2
988,0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,2
989,0.5,0.38,0.155,0.655,0.2405,0.143,0.205,3
990,0.45,0.335,0.115,0.3935,0.195,0.071,0.11,1
991,0.46,0.35,0.12,0.4885,0.193,0.105,0.155,3
992,0.55,0.425,0.16,0.7929999999999999,0.3429999999999999,0.2035,0.215,2
993,0.625,0.485,0.175,1.3745,0.7335,0.2715,0.332,2
994,0.365,0.275,0.135,0.24,0.108,0.0445,0.0735,1
995,0.57,0.45,0.155,1.195,0.5625,0.2565,0.295,2
996,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,3
997,0.235,0.13,0.075,0.1585,0.0685,0.037,0.0465,1
998,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,2
999,0.455,0.355,0.125,0.5325,0.225,0.126,0.1465,1
1000,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,2
1001,0.575,0.45,0.1,0.9315,0.431,0.222,0.235,3
1002,0.655,0.52,0.165,1.4095,0.586,0.291,0.405,2
1003,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,2
1004,0.655,0.54,0.215,1.844,0.7425,0.327,0.585,3
1005,0.68,0.515,0.16,1.2345,0.618,0.2625,0.325,3
1006,0.395,0.31,0.095,0.313,0.131,0.072,0.093,1
1007,0.33,0.23,0.08,0.14,0.0565,0.0365,0.046,1
1008,0.615,0.47,0.155,1.084,0.5885,0.209,0.246,2
1009,0.525,0.405,0.16,0.6579999999999999,0.2655,0.1125,0.225,3
1010,0.68,0.58,0.2,1.787,0.585,0.4529999999999999,0.6,3
1011,0.655,0.545,0.165,1.6225,0.6555,0.299,0.513,3
1012,0.47,0.365,0.12,0.612,0.327,0.15,0.14,1
1013,0.585,0.42,0.155,0.9845,0.442,0.2155,0.2875,3
1014,0.6,0.47,0.175,1.105,0.4865,0.247,0.315,3
1015,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,2
1016,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,1
1017,0.465,0.355,0.11,0.474,0.23,0.1005,0.12,1
1018,0.54,0.425,0.13,0.7205,0.2955,0.1689999999999999,0.225,2
1019,0.43,0.35,0.09,0.397,0.1575,0.089,0.12,2
1020,0.365,0.27,0.085,0.205,0.078,0.0485,0.07,1
1021,0.625,0.49,0.2,1.3825,0.5895,0.285,0.381,3
1022,0.745,0.585,0.19,1.966,0.8435,0.437,0.5855,3
1023,0.445,0.335,0.11,0.4355,0.2025,0.1095,0.1195,1
1024,0.61,0.48,0.19,1.2955,0.5215,0.3225,0.365,3
1025,0.45,0.335,0.14,0.478,0.1865,0.115,0.16,3
1026,0.605,0.475,0.175,1.2009999999999998,0.5395,0.275,0.309,2
1027,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,2
1028,0.255,0.19,0.07,0.0815,0.0279999999999999,0.016,0.031,1
1029,0.66,0.525,0.18,1.4780000000000002,0.5815,0.381,0.372,2
1030,0.68,0.53,0.185,1.1095,0.439,0.245,0.34,2
1031,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239,1
1032,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,3
1033,0.44,0.325,0.09,0.35,0.148,0.067,0.105,1
1034,0.605,0.455,0.145,0.9775,0.4679999999999999,0.1775,0.275,2
1035,0.655,0.52,0.2,1.5475,0.713,0.314,0.466,2
1036,0.5,0.395,0.15,0.7145,0.3235,0.173,0.195,2
1037,0.64,0.48,0.145,1.1145,0.508,0.24,0.34,2
1038,0.72,0.55,0.18,1.52,0.637,0.325,0.435,2
1039,0.565,0.45,0.165,0.887,0.37,0.239,0.249,3
1040,0.295,0.22,0.07,0.1365,0.0575,0.0295,0.035,1
1041,0.68,0.54,0.19,1.6230000000000002,0.7165,0.354,0.4715,3
1042,0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,3
1043,0.69,0.535,0.185,1.826,0.797,0.409,0.499,3
1044,0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,3
1045,0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,2
1046,0.725,0.57,0.19,2.3305,1.253,0.541,0.52,2
1047,0.56,0.44,0.135,0.8025,0.35,0.1615,0.259,2
1048,0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035,1
1049,0.47,0.35,0.145,0.5175,0.187,0.1235,0.18,3
1050,0.375,0.3,0.075,0.144,0.059,0.03,0.044,1
1051,0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485,2
1052,0.64,0.505,0.155,1.4025,0.705,0.2655,0.335,2
1053,0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725,2
1054,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,3
1055,0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28,2
1056,0.55,0.43,0.14,0.84,0.375,0.218,0.1945,1
1057,0.565,0.45,0.16,0.895,0.415,0.195,0.246,2
1058,0.33,0.26,0.08,0.2,0.0625,0.05,0.07,2
1059,0.72,0.585,0.22,1.914,0.9155,0.4479999999999999,0.479,3
1060,0.46,0.345,0.105,0.415,0.187,0.087,0.11,1
1061,0.175,0.125,0.04,0.024,0.0095,0.006,0.005,1
1062,0.55,0.43,0.155,0.785,0.289,0.2269999999999999,0.233,3
1063,0.58,0.45,0.145,1.137,0.5585,0.22,0.29,1
1064,0.46,0.355,0.11,0.415,0.215,0.0819999999999999,0.13,3
1065,0.605,0.49,0.145,1.3,0.517,0.3285,0.31,3
1066,0.63,0.515,0.165,1.352,0.488,0.349,0.45,3
1067,0.515,0.4,0.14,0.7365,0.2955,0.184,0.185,3
1068,0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,3
1069,0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665,2
1070,0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,3
1071,0.595,0.455,0.15,1.044,0.518,0.2205,0.27,2
1072,0.365,0.265,0.135,0.2215,0.105,0.047,0.0605,1
1073,0.59,0.465,0.165,1.115,0.5165,0.273,0.275,2
1074,0.64,0.505,0.175,1.3185,0.6185,0.302,0.3315,2
1075,0.74,0.565,0.205,2.119,0.9655,0.5185,0.482,3
1076,0.375,0.305,0.115,0.2715,0.092,0.074,0.09,1
1077,0.5,0.4,0.165,0.825,0.254,0.205,0.285,3
1078,0.58,0.455,0.13,0.852,0.41,0.1725,0.225,1
1079,0.45,0.355,0.11,0.4585,0.1939999999999999,0.067,0.14,1
1080,0.28,0.2,0.075,0.1225,0.0545,0.0115,0.035,1
1081,0.625,0.485,0.16,1.254,0.591,0.259,0.3485,2
1082,0.575,0.46,0.155,0.892,0.4415,0.176,0.22,2
1083,0.37,0.27,0.09,0.1855,0.07,0.0425,0.065,1
1084,0.28,0.205,0.07,0.1015,0.0409999999999999,0.03,0.03,1
1085,0.53,0.395,0.115,0.5685,0.249,0.1375,0.161,2
1086,0.605,0.49,0.18,1.167,0.457,0.29,0.3745,2
1087,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15,2
1088,0.58,0.465,0.165,1.1015,0.4039999999999999,0.2095,0.35,3
1089,0.685,0.53,0.17,1.56,0.647,0.3829999999999999,0.465,3
1090,0.365,0.295,0.08,0.2555,0.0969999999999999,0.043,0.1,1
1091,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,2
1092,0.575,0.445,0.16,0.9175,0.45,0.1935,0.24,2
1093,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17,1
1094,0.515,0.395,0.125,0.6635,0.32,0.14,0.17,1
1095,0.62,0.505,0.185,1.5275,0.69,0.368,0.35,3
1096,0.63,0.495,0.165,1.3075,0.599,0.284,0.315,3
1097,0.185,0.135,0.04,0.027,0.0105,0.0055,0.009,1
1098,0.62,0.52,0.225,1.1835,0.3779999999999999,0.27,0.395,3
1099,0.565,0.445,0.155,0.826,0.341,0.2055,0.2475,2
1100,0.395,0.295,0.1,0.293,0.14,0.062,0.0819999999999999,1
1101,0.585,0.45,0.175,1.1275,0.4925,0.262,0.335,3
1102,0.435,0.33,0.095,0.3929999999999999,0.2189999999999999,0.075,0.0885,1
1103,0.69,0.58,0.195,1.658,0.708,0.3615,0.4715,2
1104,0.41,0.335,0.105,0.3305,0.1405,0.064,0.105,1
1105,0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895,2
1106,0.465,0.345,0.11,0.4415,0.1755,0.0905,0.12,1
1107,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,2
1108,0.15,0.1,0.025,0.015,0.0045,0.004,0.005,1
1109,0.365,0.295,0.095,0.25,0.1075,0.0545,0.08,2
1110,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,2
1111,0.625,0.5,0.175,1.0565,0.4615,0.258,0.305,2
1112,0.72,0.565,0.18,1.719,0.8465,0.407,0.3875,3
1113,0.6,0.485,0.165,1.1405,0.5870000000000001,0.2175,0.288,2
1114,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,1
1115,0.46,0.345,0.12,0.4155,0.198,0.0885,0.107,1
1116,0.61,0.46,0.16,1.0,0.494,0.1969999999999999,0.275,2
1117,0.705,0.57,0.185,1.761,0.747,0.3725,0.488,2
1118,0.345,0.255,0.095,0.1945,0.0925,0.037,0.055,1
1119,0.565,0.44,0.115,0.9185,0.4039999999999999,0.1785,0.29,3
1120,0.565,0.44,0.16,0.915,0.354,0.1935,0.32,3
1121,0.605,0.49,0.14,0.9755,0.419,0.206,0.315,2
1122,0.47,0.37,0.135,0.547,0.222,0.1325,0.17,3
1123,0.585,0.475,0.15,1.065,0.5315,0.1989999999999999,0.2885,2
1124,0.515,0.375,0.11,0.6065,0.3005,0.131,0.15,1
1125,0.465,0.37,0.115,0.534,0.261,0.098,0.143,1
1126,0.49,0.38,0.12,0.529,0.2165,0.139,0.155,3
1127,0.525,0.415,0.15,0.7055,0.3289999999999999,0.147,0.1989999999999999,2
1128,0.63,0.48,0.165,1.2615,0.5505,0.2769999999999999,0.3885,2
1129,0.35,0.275,0.065,0.205,0.0745,0.0465,0.07,2
1130,0.41,0.305,0.1,0.363,0.1735,0.065,0.11,3
1131,0.67,0.525,0.18,1.4915,0.728,0.3429999999999999,0.381,2
1132,0.61,0.475,0.17,1.0385,0.4435,0.241,0.32,3
1133,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,1
1134,0.68,0.55,0.2,1.596,0.525,0.4075,0.585,3
1135,0.72,0.545,0.185,1.7185,0.7925,0.401,0.4679999999999999,3
1136,0.525,0.365,0.17,0.9605,0.4379999999999999,0.2225,0.276,2
1137,0.53,0.42,0.13,1.001,0.34,0.226,0.265,3
1138,0.56,0.45,0.14,0.9,0.472,0.182,0.218,1
1139,0.45,0.345,0.105,0.4115,0.18,0.1125,0.135,1
1140,0.56,0.455,0.125,0.943,0.344,0.129,0.375,3
1141,0.53,0.425,0.11,0.7390000000000001,0.237,0.161,0.295,3
1142,0.465,0.39,0.14,0.5555,0.213,0.1075,0.215,3
1143,0.46,0.35,0.11,0.4675,0.2125,0.099,0.1375,1
1144,0.3,0.23,0.075,0.127,0.052,0.03,0.0345,1
1145,0.685,0.52,0.165,1.519,0.6990000000000001,0.3685,0.4,2
1146,0.5,0.37,0.135,0.45,0.1715,0.1055,0.155,2
1147,0.425,0.315,0.08,0.303,0.131,0.0585,0.095,1
1148,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,1
1149,0.77,0.62,0.195,2.5155,1.1155,0.6415,0.642,3
1150,0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,3
1151,0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,3
1152,0.615,0.515,0.135,1.1215,0.545,0.2305,0.29,2
1153,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,3
1154,0.68,0.52,0.175,1.543,0.7525,0.351,0.374,3
1155,0.51,0.41,0.155,1.2825,0.569,0.291,0.3795,2
1156,0.325,0.245,0.075,0.1495,0.0605,0.033,0.045,1
1157,0.71,0.53,0.195,1.8745,0.6755,0.4065,0.6855,3
1158,0.295,0.215,0.075,0.1159999999999999,0.037,0.0295,0.04,1
1159,0.305,0.245,0.075,0.156,0.0675,0.038,0.045,1
1160,0.605,0.47,0.165,1.2315,0.6025,0.262,0.2925,3
1161,0.65,0.52,0.19,1.3445,0.519,0.306,0.4465,3
1162,0.36,0.3,0.085,0.27,0.1185,0.064,0.0745,1
1163,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,3
1164,0.62,0.525,0.155,1.085,0.4539999999999999,0.1965,0.35,2
1165,0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,3
1166,0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,3
1167,0.61,0.47,0.145,1.153,0.4029999999999999,0.296,0.32,3
1168,0.71,0.56,0.22,2.015,0.9215,0.4539999999999999,0.5660000000000001,3
1169,0.775,0.63,0.25,2.7795,1.3485,0.76,0.578,3
1170,0.64,0.52,0.2,1.4069999999999998,0.5660000000000001,0.304,0.455,3
1171,0.625,0.495,0.185,1.3835,0.7105,0.3005,0.345,3
1172,0.62,0.465,0.145,0.911,0.375,0.2145,0.278,2
1173,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,1
1174,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,3
1175,0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,2
1176,0.59,0.475,0.145,0.9745,0.4675,0.207,0.259,2
1177,0.475,0.365,0.14,0.4545,0.171,0.118,0.158,1
1178,0.59,0.44,0.135,0.966,0.439,0.2145,0.2605,2
1179,0.485,0.37,0.155,0.968,0.419,0.2455,0.2365,2
1180,0.585,0.485,0.15,1.079,0.4145,0.2115,0.356,3
1181,0.665,0.51,0.175,1.3805,0.675,0.2985,0.325,2
1182,0.5,0.36,0.12,0.439,0.1875,0.1055,0.1305,1
1183,0.355,0.265,0.09,0.168,0.05,0.0409999999999999,0.063,1
1184,0.635,0.505,0.17,1.2635,0.512,0.322,0.355,2
1185,0.485,0.365,0.155,1.029,0.4235,0.2285,0.313,1
1186,0.435,0.34,0.11,0.407,0.1685,0.073,0.13,2
1187,0.345,0.265,0.09,0.163,0.0615,0.037,0.0485,2
1188,0.435,0.335,0.105,0.3535,0.156,0.05,0.1135,1
1189,0.485,0.365,0.125,0.426,0.163,0.0965,0.151,1
1190,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,2
1191,0.54,0.42,0.14,0.74,0.3595,0.159,0.1985,1
1192,0.37,0.28,0.105,0.2239999999999999,0.0815,0.0575,0.075,1
1193,0.595,0.48,0.14,0.9125,0.4095,0.1825,0.289,2
1194,0.63,0.47,0.145,1.1005,0.52,0.26,0.276,2
1195,0.575,0.46,0.165,0.9575,0.4815,0.1945,0.236,2
1196,0.695,0.55,0.215,1.9565,0.7125,0.541,0.59,3
1197,0.61,0.47,0.16,1.017,0.426,0.2255,0.32,3
1198,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,1
